qualified_id,cohort,artifact_sha256,parameter_id,direction,ordinal,tensor_index,tensor_name,dtype,shape,shape_signature,quantization_status,scheme,granularity,scales,zero_points,quantized_dimension,contract_sha256
mediapipe-public/deeplab-v3-f32,mediapipe-public,ff36e24d40547fe9e645e2f4e8745d1876d6e38b332d39a82f0bf0f5d1d561b3,output:0:T168,output,0,168,ResizeBilinear_3,FLOAT32,"[1,257,257,21]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/efficientdet-lite0-f16,mediapipe-public,4b59100025bea1235a84c1038879a6cccc9f6c49f5e41144e91e74d99e780993,input:0:T0,input,0,0,serving_default_images:0,FLOAT32,"[1,320,320,3]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/efficientdet-lite0-f16,mediapipe-public,4b59100025bea1235a84c1038879a6cccc9f6c49f5e41144e91e74d99e780993,output:0:T773,output,0,773,StatefulPartitionedCall:1,FLOAT32,"[1,19206,90]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/efficientdet-lite0-f16,mediapipe-public,4b59100025bea1235a84c1038879a6cccc9f6c49f5e41144e91e74d99e780993,output:1:T775,output,1,775,StatefulPartitionedCall:0,FLOAT32,"[1,19206,4]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/efficientdet-lite0-int8,mediapipe-public,0720bf247bd76e6594ea28fa9c6f7c5242be774818997dbbeffc4da460c723bb,input:0:T0,input,0,0,serving_default_images:0,UINT8,"[1,320,320,3]",[],complete,affine,per_tensor,[0.0078125],[127],0,1dbc2f7cc10c18fceace5ece21e45cfbe5ee2b90dd6c2e05b52795c678728bd7
mediapipe-public/efficientdet-lite0-int8,mediapipe-public,0720bf247bd76e6594ea28fa9c6f7c5242be774818997dbbeffc4da460c723bb,output:0:T593,output,0,593,StatefulPartitionedCall:1,FLOAT32,"[1,19206,90]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/efficientdet-lite0-int8,mediapipe-public,0720bf247bd76e6594ea28fa9c6f7c5242be774818997dbbeffc4da460c723bb,output:1:T596,output,1,596,StatefulPartitionedCall:0,FLOAT32,"[1,19206,4]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/efficientnet-lite0-f32,mediapipe-public,6c7ab0a6e5dcbf38a8c33b960996a55a3b4300b36a018c4545801de3a3c8bde0,input:0:T0,input,0,0,images,FLOAT32,"[1,224,224,3]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/efficientnet-lite0-f32,mediapipe-public,6c7ab0a6e5dcbf38a8c33b960996a55a3b4300b36a018c4545801de3a3c8bde0,output:0:T163,output,0,163,Softmax,FLOAT32,"[1,1000]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/efficientnet-lite0-int8,mediapipe-public,bc2ffe19c1118de0c0c2a9088992da5589722656e0fba81421385300a4a34b16,input:0:T164,input,0,164,images,UINT8,"[1,224,224,3]",[],complete,affine,per_tensor,[0.012566016986966133],[131],0,f9a317503b70e6992ed311927667ca9b7bc0191efc1379fd8e3602f648e23743
mediapipe-public/efficientnet-lite0-int8,mediapipe-public,bc2ffe19c1118de0c0c2a9088992da5589722656e0fba81421385300a4a34b16,output:0:T165,output,0,165,Softmax,UINT8,"[1,1000]",[],complete,affine,per_tensor,[0.00390625],[0],0,77bac4e9a78f7e45b931ccff9ccb849e4ccef51eda44fdfe13221ad41b51aa64
mediapipe-public/efficientnet-lite2-int8,mediapipe-public,7fc3a7dbc1cd2833b162a54577afb47ab531d9c4b799ef11d90a4c56fe4ed5ad,input:0:T214,input,0,214,images,UINT8,"[1,260,260,3]",[],complete,affine,per_tensor,[0.012342923320829868],[125],0,15cb08a2b4b9187a4a921565dfadbf0dd759430d5cfb1a283027acd5696bab21
mediapipe-public/efficientnet-lite2-int8,mediapipe-public,7fc3a7dbc1cd2833b162a54577afb47ab531d9c4b799ef11d90a4c56fe4ed5ad,output:0:T215,output,0,215,Softmax,UINT8,"[1,1000]",[],complete,affine,per_tensor,[0.00390625],[0],0,77bac4e9a78f7e45b931ccff9ccb849e4ccef51eda44fdfe13221ad41b51aa64
mediapipe-public/face-detector-full-f16,mediapipe-public,3698b18f063835bc609069ef052228fbe86d9c9a6dc8dcb7c7c2d69aed2b181b,input:0:T0,input,0,0,input,FLOAT32,"[1,192,192,3]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/face-detector-full-f16,mediapipe-public,3698b18f063835bc609069ef052228fbe86d9c9a6dc8dcb7c7c2d69aed2b181b,output:0:T365,output,0,365,reshaped_regressor_face_4,FLOAT32,"[1,2304,16]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/face-detector-full-f16,mediapipe-public,3698b18f063835bc609069ef052228fbe86d9c9a6dc8dcb7c7c2d69aed2b181b,output:1:T364,output,1,364,reshaped_classifier_face_4,FLOAT32,"[1,2304,1]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/face-detector-full-sparse-f16,mediapipe-public,2c3728e6da56f21e21a320433396fb06d40d9088f2247c05e5635a688d45dfe1,input:0:T0,input,0,0,input_1,FLOAT32,"[1,192,192,3]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/face-detector-full-sparse-f16,mediapipe-public,2c3728e6da56f21e21a320433396fb06d40d9088f2247c05e5635a688d45dfe1,output:0:T576,output,0,576,Identity,FLOAT32,"[1,2304,16]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/face-detector-full-sparse-f16,mediapipe-public,2c3728e6da56f21e21a320433396fb06d40d9088f2247c05e5635a688d45dfe1,output:1:T562,output,1,562,Identity_1,FLOAT32,"[1,2304,1]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/face-detector-short-f16,mediapipe-public,b4578f35940bf5a1a655214a1cce5cab13eba73c1297cd78e1a04c2380b0152f,input:0:T0,input,0,0,input,FLOAT32,"[1,128,128,3]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/face-detector-short-f16,mediapipe-public,b4578f35940bf5a1a655214a1cce5cab13eba73c1297cd78e1a04c2380b0152f,output:0:T175,output,0,175,regressors,FLOAT32,"[1,896,16]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/face-detector-short-f16,mediapipe-public,b4578f35940bf5a1a655214a1cce5cab13eba73c1297cd78e1a04c2380b0152f,output:1:T174,output,1,174,classificators,FLOAT32,"[1,896,1]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/hair-segmenter-f32,mediapipe-public,2628cf3ce5f695f604cbea2841e00befcaa3624bf80caf3664bef2656d59bf84,input:0:T0,input,0,0,input_1,FLOAT32,"[1,512,512,4]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/hair-segmenter-f32,mediapipe-public,2628cf3ce5f695f604cbea2841e00befcaa3624bf80caf3664bef2656d59bf84,output:0:T608,output,0,608,conv2d_transpose_4,FLOAT32,"[1,512,512,2]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/language-detector-f32,mediapipe-public,7db4f23dfe1ad8966b050b419a865da451143fd43eb6b606a256aadeeb1e5417,input:0:T0,input,0,0,Placeholder,STRING,[1],[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/language-detector-f32,mediapipe-public,7db4f23dfe1ad8966b050b419a865da451143fd43eb6b606a256aadeeb1e5417,output:0:T28,output,0,28,pod/Softmax,FLOAT32,"[1,111]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/magic-touch-segmenter-f32,mediapipe-public,e24338a717c1b7ad8d159666677ef400babb7f33b8ad60c4d96db4ecf694cd25,input:0:T0,input,0,0,input_1,FLOAT32,"[1,512,512,4]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/magic-touch-segmenter-f32,mediapipe-public,e24338a717c1b7ad8d159666677ef400babb7f33b8ad60c4d96db4ecf694cd25,output:0:T343,output,0,343,Identity,FLOAT32,"[1,512,512,1]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/mobilenet-v3-large-embedder-f32,mediapipe-public,11af3c560dfeed7737cb4c03c23bf52a8403020784192d4dea0b74862a12828d,input:0:T0,input,0,0,serving_default_inputs:0,FLOAT32,"[1,224,224,3]","[-1,224,224,3]",not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/mobilenet-v3-large-embedder-f32,mediapipe-public,11af3c560dfeed7737cb4c03c23bf52a8403020784192d4dea0b74862a12828d,output:0:T254,output,0,254,StatefulPartitionedCall:0,FLOAT32,"[1,1280]","[-1,1280]",not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/mobilenet-v3-small-embedder-f32,mediapipe-public,bbbb4c51a55a53905af1daec995ca1aae355046f8839bb8c9f5ce9271394bc40,input:0:T0,input,0,0,serving_default_inputs:0,FLOAT32,"[1,224,224,3]","[-1,224,224,3]",not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/mobilenet-v3-small-embedder-f32,mediapipe-public,bbbb4c51a55a53905af1daec995ca1aae355046f8839bb8c9f5ce9271394bc40,output:0:T221,output,0,221,StatefulPartitionedCall:0,FLOAT32,"[1,1024]","[-1,1024]",not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/selfie-segmenter-f16,mediapipe-public,191ac9529ae506ee0beefa6b2c945a172dab9d07d1e802a290a4e4038226658b,input:0:T0,input,0,0,input_1,FLOAT32,"[1,256,256,3]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/selfie-segmenter-f16,mediapipe-public,191ac9529ae506ee0beefa6b2c945a172dab9d07d1e802a290a4e4038226658b,output:0:T249,output,0,249,activation_10,FLOAT32,"[1,256,256,1]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/ssd-mobilenet-v2-f16,mediapipe-public,ee21e12bfdc464100c6008c865ab8294f6a04162e6ed2e11986f1175b02cfab2,input:0:T0,input,0,0,serving_default_inputs:0,FLOAT32,"[1,256,256,3]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/ssd-mobilenet-v2-f16,mediapipe-public,ee21e12bfdc464100c6008c865ab8294f6a04162e6ed2e11986f1175b02cfab2,output:0:T659,output,0,659,StatefulPartitionedCall:0,FLOAT32,"[1,12276,4]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/ssd-mobilenet-v2-f16,mediapipe-public,ee21e12bfdc464100c6008c865ab8294f6a04162e6ed2e11986f1175b02cfab2,output:1:T657,output,1,657,StatefulPartitionedCall:1,FLOAT32,"[1,12276,91]",[],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/universal-sentence-encoder-f32,mediapipe-public,89ad3c74175dd8caa398cc22b657296d94302d20c525c12b58b29420f7249749,input:0:T0,input,0,0,ParseExample/ParseExampleV2:1,STRING,[1],[-1],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/universal-sentence-encoder-f32,mediapipe-public,89ad3c74175dd8caa398cc22b657296d94302d20c525c12b58b29420f7249749,input:1:T1,input,1,1,ParseExample/ParseExampleV2:2,STRING,[1],[-1],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/universal-sentence-encoder-f32,mediapipe-public,89ad3c74175dd8caa398cc22b657296d94302d20c525c12b58b29420f7249749,input:2:T2,input,2,2,ParseExample/ParseExampleV2:3,STRING,[1],[-1],not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/universal-sentence-encoder-f32,mediapipe-public,89ad3c74175dd8caa398cc22b657296d94302d20c525c12b58b29420f7249749,output:0:T407,output,0,407,Final/EncodeQuery/mul,FLOAT32,"[1,100]","[-1,100]",not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
mediapipe-public/universal-sentence-encoder-f32,mediapipe-public,89ad3c74175dd8caa398cc22b657296d94302d20c525c12b58b29420f7249749,output:1:T699,output,1,699,Final/EncodeResult/mul,FLOAT32,"[1,100]","[-1,100]",not_quantized,none,not_quantized,[],[],0,225a7edf66752cb76b869e0e507846dd75683cca0a1055994d2b515b55a55b54
