frame_type,model_id_min_inclusive,model_id_max_exclusive,stable_two_crawl_frame,selected_model_count,variation_count,declared_tflite_variation_count,file_enumerable_tflite_variation_count,unassessed_tflite_variation_count,published_tflite_file_count,assessed_unique_artifact_count,integer_affine_interface_file_count,parseable_tflite_metadata_file_count,tflite_metadata_marker_present_file_count,embedded_instance_crosscheck_match_count,litert_interface_crosscheck_mismatch_count,claim_boundary
MODEL_ID_BOUNDED_PUBLIC_REGISTRY_COHORT,700000,725000,True,1966,1985,3,2,1,9,9,1,0,0,100,0,Descriptive census of the frozen identifier cohort; not a Kaggle-wide prevalence estimate.
